0.1	0.7248	0.7347	0.7374	0.7864	0.819
0.2	0.7423	0.7519	0.7572	0.8094	0.8392
0.3	0.7568	0.7698	0.7743	0.8233	0.8542
0.4	0.7712	0.7842	0.789	0.8412	0.8711
0.5	0.7885	0.8024	0.8044	0.8592	0.8905
0.6	0.807	0.8228	0.8241	0.8799	0.9079
0.7	0.8205	0.8395	0.8436	0.8951	0.925
0.8	0.8372	0.8576	0.8624	0.915	0.9442
0.9	0.8605	0.8794	0.8854	0.9344	0.9658
