0.1	0.8792	0.8846	0.9089	0.9322	0.9469
0.2	0.8622	0.8657	0.8876	0.9137	0.9253
0.3	0.858	0.8622	0.8882	0.9029	0.9179
0.4	0.8504	0.8512	0.8618	0.8759	0.8899
0.5	0.8406	0.8433	0.8535	0.8628	0.8755
0.6	0.8609	0.8656	0.8727	0.8839	0.8937
0.7	0.8894	0.8931	0.8984	0.9076	0.9165
0.8	0.9114	0.9164	0.9229	0.9277	0.9372
0.9	0.9402	0.9428	0.9467	0.9535	0.9616
