%epinions-config-WI3-W1
%SIM - 1-nt 2-MAC 3-MAS
0	0.08733662618308934	0.8732914465892119
1	0.0852282163682598	0.8522073484409707
2	0.08529199870341447	0.8528451717925438
3	0.08497454228896024	0.8496706076480383
4	0.0849574497367017	0.8494996821254746
5	0.08583911682695815	0.8583163530280256
6	0.08754228911269556	0.8753480758853706
7	0.08873666727799946	0.8872918575383857
8	0.08849732751543128	0.8848984599126837
9	0.09002721428013252	0.900197327559676
10	0.090574075773626	0.9056659424946072
%SIM - 1-nt 2-MAC 3-MAS
0	0.0762852370510581	0.7793127685648114
1	0.07723821635886408	0.7723479175777687
2	0.07707232315858685	0.7706889855750139
3	0.07670365812283941	0.7670023352176037
4	0.07668291520595238	0.766794906048724
5	0.07686250203088811	0.7685907742980569
6	0.07798938801911828	0.7798596341801985
7	0.07892390619952291	0.789204815984109
8	0.07969244048944488	0.7968901588832541
9	0.08045362491666895	0.8045020031554925
10	0.08087727698782808	0.8087385238670453
