ciao-config-WI3-W4
%SIM - 1-nt 2-MAC 3-MAS
0	0.3560606667669389	0.8897397324971217
1	0.3556414096210851	0.8886915896324865
2	0.3538262947730047	0.8841538025122839
3	0.3394460021237286	0.848203070889086
4	0.33098705407499524	0.8270557007672494
5	0.3287294505576544	0.8214116919738961
6	0.3280343299525425	0.8196738904611158
7	0.32933342511977076	0.8229216283791861
8	0.3342094322160245	0.835111646119823
9	0.3339664118385064	0.8345040951760276
10	0.3346936217348796	0.8363221199169614
%SIM - 1-nt 2-MAC 3-MAS
0	0.3252759470645761	0.8578211547875398
1	0.3423277291046739	0.8555004836192863
2	0.33675265357423023	0.8415627947931842
3	0.325018666389138	0.8122278268304629
4	0.3151020329054164	0.787436243121166
5	0.30830928348129805	0.770454369560872
6	0.3042124285711278	0.7602122322854469
7	0.304564889863679	0.7610933855168258
8	0.3103102866405779	0.7754568774590698
9	0.30966611048607184	0.7738464370728037
10	0.3087962484097046	0.7716717818818858
