0.1	0.7218	0.7331	0.7356	0.788	0.8193
0.2	0.7407	0.7494	0.7528	0.8031	0.8353
0.3	0.7574	0.7707	0.7737	0.8253	0.8565
0.4	0.7746	0.7867	0.7918	0.8445	0.8727
0.5	0.7909	0.8048	0.8082	0.8603	0.8915
0.6	0.8055	0.8229	0.8276	0.8769	0.9086
0.7	0.8205	0.8389	0.8408	0.8948	0.9248
0.8	0.8392	0.8594	0.8647	0.9146	0.9448
0.9	0.8601	0.8794	0.8849	0.9345	0.9651
